X 145 ,Estimate,Std..Error,t.value,Pr...t..,
X 145 (Intercept),-7.712817479,33.42589825,-0.230743761,0.81817748,1
X 145 inflation,0.269483028,0.11520273,2.339206955,0.022142964,1
X 145 dowjones,-0.477910486,0.17119651,-2.791590127,0.006733239,1
X 145 stockmarket,0.74554685,0.208650632,3.5731828,0.000638654,1
X 145 sell,-0.560767016,0.275021655,-2.03899222,0.045174819,1
X 145 rich,0.192683649,0.095602208,2.015472793,0.047641519,1
X 145 world,-0.15750629,0.069601591,-2.262969691,0.026697339,1
