T 208 ,Estimate,Std..Error,t.value,Pr...t..,
T 208 (Intercept),749.8158113,NA,NA,NA,1
T 208 ,,,,,1
T 208 ,,,,,1
T 208 ,,,,,1
T 208 ,,,,,1
T 208 ,,,,,1
T 208 ,,,,,1
T 208 ,,,,,1
T 208 ,,,,,1
T 208 ,,,,,1
T 208 ,,,,,1
T 208 ,,,,,1
T 208 ,,,,,1
T 208 ,,,,,1
T 208 ,,,,,1
T 208 ,,,,,1
T 208 ,,,,,1
T 208 ,,,,,1
T 208 ,,,,,1
T 208 ,,,,,1
T 208 ,,,,,1
T 208 ,,,,,1
T 208 ,,,,,1
T 208 ,,,,,1
T 208 ,,,,,1
T 208 ,,,,,1
T 208 ,,,,,1
