X 289 ,Estimate,Std..Error,t.value,Pr...t..,
X 289 (Intercept),-239.5231291,92.59109084,-2.58689175,0.012411347,1
X 289 happy,1.110397626,0.395469866,2.807793268,0.006927437,1
X 289 rich,-0.704441644,0.348164706,-2.023299985,0.048003951,1
X 289 chance,0.594076689,0.264241833,2.248231029,0.028665596,1
X 289 forex,0.602255085,0.283243999,2.126276596,0.038067775,1
