E 138 ,Estimate,Std..Error,t.value,Pr...t..,
E 138 (Intercept),35.67233909,26.22855548,1.360057328,0.178114763,1
E 138 economics,-0.529359095,0.169192936,-3.128730468,0.002546707,1
E 138 invest,0.438549532,0.133091418,3.295099996,0.001537264,1
E 138 house,0.411247145,0.176002116,2.336603414,0.022286334,1
E 138 success,-0.389851197,0.117449136,-3.319319418,0.00142646,1
E 138 gain,0.272398879,0.101390738,2.686624888,0.008982391,1
E 138 energy,0.320541724,0.144896954,2.212204709,0.030170776,1
E 138 trader,0.242295355,0.099002339,2.447370012,0.016866009,1
E 138 consumption,0.181416412,0.082329955,2.203528609,0.030802539,1
