V 412 ,Estimate,Std..Error,t.value,Pr...t..,
V 412 (Intercept),-119.4615473,NA,NA,NA,1
V 412 ,,,,,1
V 412 ,,,,,1
V 412 ,,,,,1
V 412 ,,,,,1
V 412 ,,,,,1
V 412 ,,,,,1
V 412 ,,,,,1
V 412 ,,,,,1
V 412 ,,,,,1
V 412 ,,,,,1
V 412 ,,,,,1
V 412 ,,,,,1
V 412 ,,,,,1
V 412 ,,,,,1
V 412 ,,,,,1
V 412 ,,,,,1
