G 183 ,Estimate,Std..Error,t.value,Pr...t..,
G 183 (Intercept),-116.1311228,NA,NA,NA,1
G 183 ,,,,,1
G 183 ,,,,,1
G 183 ,,,,,1
G 183 ,,,,,1
G 183 ,,,,,1
G 183 ,,,,,1
G 183 ,,,,,1
G 183 ,,,,,1
G 183 ,,,,,1
