A 341 ,Estimate,Std..Error,t.value,Pr...t..,
A 341 ,(Intercept),138.8081785,NA,NA,NA,1
A 341 ,,,,,,1
A 341 ,,,,,,1
A 341 ,,,,,,1
A 341 ,,,,,,1
A 341 ,,,,,,1
A 341 ,,,,,,1
A 341 ,,,,,,1
A 341 ,,,,,,1
A 341 ,,,,,,1
A 341 ,,,,,,1
A 341 ,,,,,,1
A 341 ,,,,,,1
A 341 ,,,,,,1
A 341 ,,,,,,1
A 341 ,,,,,,1
A 341 ,,,,,,1
A 341 ,,,,,,1
A 341 ,,,,,,1
A 341 ,,,,,,1
A 341 ,,,,,,1
A 341 ,,,,,,1
A 341 ,,,,,,1
