S 113 ,Estimate,Std..Error,t.value,Pr...t..,
S 113 ,(Intercept),434.7274063,NA,NA,NA,1
S 113 ,,,,,,1
S 113 ,,,,,,1
S 113 ,,,,,,1
S 113 ,,,,,,1
S 113 ,,,,,,1
S 113 ,,,,,,1
S 113 ,,,,,,1
