L 109 ,Estimate,Std..Error,t.value,Pr...t..,
L 109 ,(Intercept),224.4761115,NA,NA,NA,1
L 109 ,,,,,,1
L 109 ,,,,,,1
L 109 ,,,,,,1
L 109 ,,,,,,1
L 109 ,,,,,,1
L 109 ,,,,,,1
